216,77
122,181
43,89
15,82
11,85
220,77
209,240
54,34
224,77
219,20
61,36
69,33
76,256
185,38
84,246
182,25
93,53
136,142
181,20
115,118
49,214
228,74
212,228
66,262
219,227
49,80
238,14
37,56
217,81
216,237
61,263
57,259
189,234
186,49
188,93
228,79
182,200
180,15
106,216
17,31
223,229
229,74
38,14
186,237
56,264
213,240
228,69
224,233
84,203
53,262
164,65
179,25
15,36
227,236
114,171
141,72
221,231
66,261
231,75
20,10
235,76
241,10
135,92
242,11
149,171
143,189
239,73
104,178
156,77
190,79
246,8
53,268
95,232
227,227
156,81
230,239
210,219
185,191
234,7
185,97
73,264
211,76
75,110
189,97
178,10
93,53
145,70
239,78
92,236
242,74
223,237
90,232
125,149
189,191
233,242
188,92
231,65
70,202
55,268
188,187
85,111
103,182
214,219
52,206
234,61
93,49
39,83
243,78
213,223
69,197
48,75
69,201
223,21
64,32
122,142
75,252
60,203
183,25
124,119
40,11
91,118
237,244
6,82
72,29
231,229
239,248
243,248
208,242
37,6
246,251
181,239
137,84
91,240
41,23
247,80
69,201
192,186
16,32
93,122
99,209
128,81
193,99
212,71
207,246
16,77
210,249
233,224
44,213
180,5
180,243
213,215
52,260
191,59
235,228
47,204
196,184
87,220
119,109
212,253
44,213
135,131
181,247
215,224
188,59
231,82
110,83
37,96
246,73
69,201
197,96
74,260
28,80
51,60
192,194
98,181
250,253
248,75
88,244
68,28
253,256
86,239
212,81
250,83
69,267
15,21
183,251
64,194
61,189
201,93
252,72
236,248
208,256
257,255
252,67
56,191
58,70
95,126
148,66
207,27
42,206
252,72
39,215
94,44
254,85
56,191
176,74
180,25
32,98
256,259
90,123
86,126
181,20
122,158
48,263
112,209
83,121
119,117
258,86
262,87
32,23
206,235
213,257
255,80
193,99
51,193
34,216
85,116
124,141
266,87
252,62
194,188
270,84
193,188
184,183
273,80
211,219
95,46
197,101
207,260
269,83
29,218
270,85
175,216
27,95
42,210
180,5
244,252
267,82
180,255
172,73
89,244
237,222
240,218
159,199
193,234
198,218
93,179
261,256
84,244
47,189
46,184
265,257
24,216
53,272
40,201
183,258
244,215
196,77
95,208
43,265
31,93
201,47
73,264
72,24
52,276
248,213
41,183
188,182
31,52
167,203
270,84
39,268
249,4
103,220
44,213
266,84
212,261
64,268
147,186
62,265
77,266
192,74
46,59
87,120
88,74
37,272
252,211
109,169
22,92
99,128
190,227
54,80
256,213
250,206
32,89
259,79
19,218
18,2
190,69
26,51
95,183
27,95
40,187
184,205
114,193
260,261
41,181
201,99
105,81
277,79
11,76
213,85
130,133
246,251
202,261
252,201
266,82
35,9
199,43
269,90
176,1
123,139
162,82
200,104
256,203
179,66
143,63
93,89
177,220
184,92
259,259
140,58
191,53
258,217
205,22
92,187
94,39
103,224
108,164
22,92
263,264
72,266
137,126
199,187
138,53
256,61
41,186
141,164
48,279
81,244
32,274
27,271
47,88
114,213
234,71
88,181
281,76
255,207
109,213
28,94
247,255
76,243
94,34
153,166
184,262
72,267
273,87
22,95
88,77
0,0
144,170
45,65
26,275
273,87
60,271
139,48
228,13
23,274
91,109
27,99
253,2
257,4
25,86
79,270
198,216
47,261
140,43
243,74
11,77
238,60
76,274
128,81
113,217
80,116
71,24
203,107
235,80
27,99
22,278
217,213
138,187
87,187
46,218
260,201
94,126
142,38
190,186
176,246
83,178
264,201
116,123
80,75
30,278
268,199
14,218
273,88
181,57
261,2
158,192
185,266
186,270
27,17
124,185
70,19
215,77
186,186
55,76
6,75
41,185
189,94
258,86
85,247
98,46
190,186
260,258
281,71
24,220
285,68
234,252
270,85
139,192
266,267
189,54
267,271
260,259
229,11
267,275
11,17
76,278
83,173
192,180
45,65
207,109
236,56
251,205
237,9
214,237
178,61
89,85
38,185
34,51
20,99
168,202
72,281
121,95
176,220
36,179
120,93
270,278
269,194
120,123
120,162
116,88
242,12
226,78
19,277
189,188
69,24
71,14
202,190
269,259
103,161
270,278
19,25
204,106
272,197
181,272
108,214
42,180
10,221
163,198
273,193
265,271
1,72
27,275
259,57
135,58
43,222
129,107
277,195
214,229
91,29
177,250
172,250
71,106
89,248
117,209
222,20
276,91
198,109
31,180
256,200
176,61
89,191
90,24
143,80
172,254
14,277
112,172
115,79
75,282
84,198
36,1
42,226
260,0
26,281
85,168
143,33
78,274
34,174
184,275
254,250
84,248
94,29
74,286
141,38
165,192
80,166
116,74
77,170
211,107
183,279
100,156
280,89
186,57
111,74
168,63
81,171
46,267
87,121
10,221
145,28
268,279
95,41
11,222
72,9
183,25
271,282
80,56
274,285
37,225
25,46
115,221
288,64
148,165
217,26
76,169
215,67
20,219
280,89
141,177
65,23
273,91
289,59
38,229
77,164
122,105
206,192
21,283
178,56
177,51
66,108
284,88
102,203
136,87
87,25
277,288
197,259
207,187
210,183
179,0
67,9
213,186
87,19
280,198
180,94
39,80
235,82
104,85
208,239
149,157
91,48
238,61
150,170
172,258
57,205
48,218
176,251
185,228
211,71
62,6
220,216
290,54
180,283
184,178
32,274
163,196
195,176
222,220
36,7
123,142
294,51
254,89
215,74
256,93
85,251
259,89
154,86
265,0
211,190
89,49
86,14
38,205
273,259
192,171
213,31
29,176
36,169
146,29
88,252
3,77
70,110
277,261
95,153
217,187
220,20
72,256
287,84
22,99
202,109
181,20
43,87
185,28
100,165
224,74
95,158
54,263
65,103
263,78
233,256
82,46
71,4
257,253
80,250
17,94
298,50
10,280
239,227
136,174
228,235
110,220
142,188
84,9
281,80
110,84
221,189
160,187
44,282
120,205
84,121
87,130
174,254
209,33
203,17
278,265
